Review,Varietal
"Antinori’s Pian delle Vigne estate is on the western edge of the Montalcino appellation west of the village of Camigliano. Pian delle Vigne’s location is in the warmer, drier, western portion of Montalcino the harvest is generally a couple weeks earlier than what it would be in Chianti Classico and all around Montalcino. In the wet, cool 2014 vintage it helped to be in a warmer drier location and the wine’s 100% Sangiovese shows a fleshier balance than many of the other 2014s. Aged in large oak casks the wine has complex character of plum, leather and spice, perfect for a plate of Pinci, the hand-rolled spaghetti-shaped pasta that you will undoubtedly have with a wild boar sauce when you are in Montalcino!
",Sangiovese
"This is definitely a big, concentrated style Brunello with moderate tannins and mild acidity, and a more modern expression as well as the wine is aged in medium-sized French barrels. It's packed with rich fruit and a touch of new French oak that adds to its overall appeal. Open this one with a juicy steak.
",Sangiovese
"The nose is full of aromatics, wild herbs, dried flowers, wild cherry, and plums with a bit of star anise and cinnamon, not a dramatic bold statement but more like a gentle breeze. Yet on the palate this is a big, bold wine with a broad, rich center that shows sweet, fine grain tannin coupled with a lower acidity that makes the tannins stand out a bit more. The finish emerges as more savory and earthy than the mid palate would predict and shows signs of the Tuscan brush, porcini, leather that all come together with wild cherry and plums in the finish.
",Sangiovese
"Armilla has definitely released what we think is their best wine to-date. Their 2012 Brunello exudes elegance and subtle texture enhanced by delicious strawberry flavors and bright acidity. There's no shortage of personality to this wine and it certainly showcases the wonderful red fruit their region of Montalcino is known for.
",Sangiovese
"I was immediately smitten with this Brunello.  Straight out the gate, it exudes old timey charm with restrained aromas of red fruits and dried mandarin peels. Flavors are also red fruited, with a light textural feel, layered, subtle flavors, and an overall airiness to the wine that makes it drink well young, though I feel like the impeccable balance at this young age may well allow for some solid mid-term cellar potential. A new name, but one that I will be sure to remember: Armilla!
",Sangiovese
"The nose is full of ripe, plumy fruit highlighted with bits of clove and wild flowers. On the palate the wine is full, rich and has a smoothness to it that is just short of lush, sort of a plus size supple, here more savory flavors emerge, porcini, leather and salty plums. The wine is really well balanced and rich tannins and acid are in perfect harmony, the best wine I’ve ever had from this estate. Armilla is located on Montalcino’s western slope near the hamlet of Tavarnelle, close to Fossacolle, Gaja, Soldera and Caprili.With just over 6 acres of vineyard, planted in 1982, they make 566 cases of Brunello a year, their first vintage was the release of the 1997 aged in 25hl Slavonian oak barrels for 30 months.
",Sangiovese
"While the nose of the DOCG Brunello is savory dominated the Filo di Seta has a nose filled with denser fruit, berry, plum a dark fruit yet while it is more fruit filled it would be wrong to think of this as a wine with a fruity nose.  Just like in the nose the flavors in this wine aren’t a “California” fruit this is a complex, less sweet version while still having a saturated density to it, it is deeper, more faceted and more reticent.  The finish shows what this wine needs, time, this is a bigger, denser version of the DOCG Brunello; the flavors are slightly more restrained and seem fresher, more precise and more focused that come together and form a long and complex vintage. A couple more years and this wine will blossom but if you opened one now I’d help you drink it.
",Sangiovese
"Flaccianello remains one of the greatest Tuscan Sangioveses and the 2012 is regal. The Manetti family reduced the yields by twenty percent and carefully selected the grapes from five of their parcels to make this stunning wine. The fruit is dark, rich and aromatic and the wine is full-bodied with deftly integrated tannins and oak and the ability to age many years. Open now with proper aeration or allow it to develop in the cellar. Outstanding.
",Sangiovese
"Big, beautiful, full and focused. This wine is a wonderful expression of Sangiovese. It begins with juicy deep fruits such as blackberry and black cherry. It has gripping tannins that are complemented by dry spice and leather. The wine does not weigh down the palate, but intrigues the senses with its long, clean finish.
",Sangiovese
"This wine is 100% Sangiovese and a small marvel of class and power, especially when the vintage is taken into account. There is wonderful richness of fruit, which melds beautifully with the aristocratic oak, giving spicy scents which come through on the palate, dark-fruit, ripe strawberries with concentrated aromas of blackberries, dark coco powder and stony minerals. Full-bodied, with soft tannins and an incredibly long finish, will age very well.
",Sangiovese
"I have always loved Flaccianello, its’ purity of fruit, the meticulous winemaking, and exceptional vineyard sourcing has made it an international sensation.  This vintage is magnificent; the nose is full of wild cherry, spice, earth and a sense of the suns warmth, not overripe but it has a glow. On the palate the first sensation is of its incredible length, long and then even longer but that doesn’t take away from the supple richness coiled around the central structure giving one a sense of richness. The tannins are sweet and long and with the wines length they give the wine a powerful structure for long term aging while still in excellent balance. The finish is full of spice box, leather and plum, rich with a sense of lengthening. A superb wine, hope fully you have a child born in this year, got married in this year or just like to drink this year!
",Sangiovese
